trans_id,date,store_id,product_id,customer_id,quantity,total_revenue,cost,gross_profit,shipping_cost,marketing_cost,net_profit
2265,2025-09-01,2,103,708,1,98000.0,63780.0,34220.0,499.0,478.39,33242.61
2266,2024-08-01,3,121,15,3,2400.0,1578.0,822.0,1128.0,0.0,-306.0
2267,2025-05-02,5,125,1183,3,13500.0,9258.0,4242.0,1128.0,138.55,2975.45
2268,2024-06-08,1,112,129,1,38000.0,25796.0,12204.0,376.0,536.41,11291.59
2269,2025-03-06,7,121,448,3,2400.0,1578.0,822.0,1128.0,19.75,-325.75
2270,2023-06-11,1,117,321,1,290000.0,209699.0,80301.0,376.0,3495.09,76429.91
2271,2024-08-31,2,121,398,1,800.0,526.0,274.0,1005.0,0.0,-731.0
2272,2024-03-08,5,137,102,1,2200.0,1422.0,778.0,376.0,73.29,328.71
2273,2025-04-02,2,107,526,1,65000.0,40453.0,24547.0,499.0,0.0,24048.0
2274,2023-10-16,5,127,681,1,9500.0,6907.0,2593.0,50.0,75.2,2467.8
2275,2024-01-22,9,127,654,1,9500.0,6907.0,2593.0,50.0,63.79,2479.21
2276,2023-07-09,9,128,227,1,58000.0,37743.0,20257.0,499.0,333.09,19424.91
2277,2023-07-02,8,118,146,2,7000.0,4946.0,2054.0,100.0,0.0,1954.0
2278,2025-04-20,8,137,1200,1,2200.0,1422.0,778.0,376.0,105.99,296.01
2279,2025-03-13,7,115,792,1,230000.0,161913.0,68087.0,376.0,1892.75,65818.25
2280,2023-04-06,7,136,394,5,12500.0,8030.0,4470.0,5025.0,397.3,-952.3
2281,2025-12-25,3,109,27,1,42000.0,31127.0,10873.0,50.0,0.0,10823.0
2282,2025-11-02,2,136,423,1,2500.0,1606.0,894.0,499.0,82.37,312.63
2283,2023-12-26,2,121,775,2,1600.0,1052.0,548.0,752.0,42.04,-246.04
2284,2024-11-02,8,137,322,1,2200.0,1422.0,778.0,376.0,0.0,402.0
2285,2025-06-10,11,112,717,1,38000.0,25796.0,12204.0,499.0,741.66,10963.34
2286,2025-09-16,3,137,476,1,2200.0,1422.0,778.0,376.0,69.33,332.67
2287,2024-03-13,3,137,939,1,2200.0,1422.0,778.0,499.0,73.29,205.71
2288,2024-07-31,6,107,756,1,65000.0,40453.0,24547.0,1005.0,514.63,23027.37
2289,2023-02-26,5,137,625,3,6600.0,4266.0,2334.0,1128.0,235.77,970.23
2290,2023-09-14,12,121,232,5,4000.0,2630.0,1370.0,1880.0,57.75,-567.75
2291,2023-09-22,5,109,586,1,42000.0,31127.0,10873.0,50.0,267.29,10555.71
2292,2024-12-31,4,118,1057,5,17500.0,12365.0,5135.0,1880.0,325.14,2929.86
2293,2024-02-03,1,120,663,1,1500.0,1029.0,471.0,1005.0,41.1,-575.1
2294,2024-04-16,3,119,370,5,14000.0,8475.0,5525.0,250.0,379.59,4895.41
2295,2025-01-27,3,118,759,2,7000.0,4946.0,2054.0,2010.0,82.73,-38.73
2296,2025-05-31,3,102,1184,1,195000.0,141052.0,53948.0,1005.0,0.0,52943.0
2297,2024-04-06,10,125,876,3,13500.0,9258.0,4242.0,3015.0,83.41,1143.59
2298,2024-03-29,11,121,248,2,1600.0,1052.0,548.0,998.0,31.8,-481.8
2299,2023-07-13,6,136,941,1,2500.0,1606.0,894.0,499.0,100.84,294.16
2300,2023-11-14,5,120,232,5,7500.0,5145.0,2355.0,1880.0,164.1,310.9
2301,2024-03-27,2,136,562,1,2500.0,1606.0,894.0,1005.0,83.29,-194.29
2302,2024-02-01,1,116,829,1,145000.0,90588.0,54412.0,376.0,3972.94,50063.06
2303,2025-07-09,9,108,571,1,48000.0,31082.0,16918.0,376.0,0.0,16542.0
2304,2024-09-05,2,112,1164,1,38000.0,25796.0,12204.0,50.0,564.9,11589.1
2305,2024-12-13,3,121,1130,1,800.0,526.0,274.0,376.0,14.86,-116.86
2306,2023-04-08,3,125,361,2,9000.0,6172.0,2828.0,752.0,64.1,2011.9
2307,2024-11-24,1,111,504,1,185000.0,117065.0,67935.0,376.0,4759.71,62799.29
2308,2025-09-22,1,120,1172,2,3000.0,2058.0,942.0,752.0,43.8,146.2
2309,2023-06-30,5,118,966,3,10500.0,7419.0,3081.0,1128.0,126.55,1826.45
2310,2023-06-24,2,125,478,3,13500.0,9258.0,4242.0,1128.0,98.66,3015.34
2311,2024-01-19,8,119,299,1,2800.0,1695.0,1105.0,50.0,0.0,1055.0
2312,2024-03-31,10,136,1001,1,2500.0,1606.0,894.0,499.0,83.29,311.71
2313,2023-06-01,5,131,954,1,360000.0,218747.0,141253.0,499.0,1277.22,139476.78
2314,2024-04-13,1,136,279,1,2500.0,1606.0,894.0,1005.0,59.7,-170.7
2315,2025-03-17,1,127,175,1,9500.0,6907.0,2593.0,499.0,64.84,2029.16
2316,2023-06-12,10,123,204,1,9500.0,7113.0,2387.0,376.0,69.43,1941.57
2317,2024-10-25,3,110,384,1,24000.0,15039.0,8961.0,1005.0,99.65,7856.35
2318,2024-10-24,11,119,440,5,14000.0,8475.0,5525.0,5025.0,304.82,195.18
2319,2025-03-13,4,100,419,1,125000.0,87901.0,37099.0,499.0,670.35,35929.65
2320,2025-10-22,4,134,571,1,28000.0,17855.0,10145.0,376.0,1013.47,8755.53
2321,2023-07-15,6,118,205,2,7000.0,4946.0,2054.0,752.0,0.0,1302.0
2322,2025-08-16,2,136,253,3,7500.0,4818.0,2682.0,3015.0,0.0,-333.0
2323,2024-02-21,6,120,479,3,4500.0,3087.0,1413.0,3015.0,123.3,-1725.3
2324,2025-01-25,2,137,742,1,2200.0,1422.0,778.0,50.0,87.67,640.33
2325,2025-08-19,4,125,353,1,4500.0,3086.0,1414.0,50.0,54.4,1309.6
2326,2023-12-22,1,120,448,2,3000.0,2058.0,942.0,752.0,78.83,111.17
2327,2025-01-06,3,120,241,1,1500.0,1029.0,471.0,376.0,17.73,77.27
2328,2025-12-06,3,119,233,5,14000.0,8475.0,5525.0,2495.0,308.43,2721.57
2329,2023-03-07,3,104,65,1,310000.0,196558.0,113442.0,376.0,2134.95,110931.05
2330,2024-09-17,4,127,551,1,9500.0,6907.0,2593.0,1005.0,43.44,1544.56
2331,2024-03-28,6,121,1115,2,1600.0,1052.0,548.0,752.0,31.8,-235.8
2332,2024-01-28,5,127,763,1,9500.0,6907.0,2593.0,1005.0,63.79,1524.21
2333,2025-11-17,4,101,401,1,260000.0,167880.0,92120.0,50.0,2866.85,89203.15
2334,2023-09-14,3,120,684,5,7500.0,5145.0,2355.0,1880.0,108.28,366.72
2335,2025-02-12,1,112,955,1,38000.0,25796.0,12204.0,50.0,765.19,11388.81
2336,2024-09-25,5,101,678,1,260000.0,167880.0,92120.0,376.0,1134.68,90609.32
2337,2023-02-22,1,102,745,1,195000.0,141052.0,53948.0,1005.0,2001.15,50941.85
2338,2025-06-23,3,134,651,1,28000.0,17855.0,10145.0,50.0,693.78,9401.22
2339,2023-12-08,4,109,275,1,42000.0,31127.0,10873.0,376.0,220.45,10276.55
2340,2024-08-24,8,137,904,2,4400.0,2844.0,1556.0,998.0,116.74,441.26
2341,2023-01-22,8,120,667,5,7500.0,5145.0,2355.0,1880.0,114.59,360.41
2342,2023-01-22,2,136,101,1,2500.0,1606.0,894.0,1005.0,135.59,-246.59
2343,2023-01-24,6,121,426,1,800.0,526.0,274.0,1005.0,12.22,-743.22
2344,2025-10-09,2,117,141,1,290000.0,209699.0,80301.0,499.0,0.0,79802.0
2345,2023-07-21,1,120,901,5,7500.0,5145.0,2355.0,2495.0,0.0,-140.0
2346,2023-02-22,7,133,1172,1,45000.0,32905.0,12095.0,376.0,1607.51,10111.49
2347,2024-01-30,5,132,714,1,38000.0,23961.0,14039.0,376.0,1413.94,12249.06
2348,2024-07-09,1,120,1073,3,4500.0,3087.0,1413.0,3015.0,69.04,-1671.04
2349,2025-12-12,11,128,1070,1,58000.0,37743.0,20257.0,376.0,0.0,19881.0
2350,2023-11-19,4,100,281,1,125000.0,87901.0,37099.0,1005.0,1133.7,34960.3
2351,2024-09-20,5,136,516,2,5000.0,3212.0,1788.0,100.0,163.08,1524.92
2352,2024-04-18,1,130,234,1,130000.0,83075.0,46925.0,376.0,787.87,45761.13
2353,2023-02-26,8,112,1027,1,38000.0,25796.0,12204.0,1005.0,795.36,10403.64
2354,2023-08-26,3,137,968,1,2200.0,1422.0,778.0,376.0,67.2,334.8
2355,2023-08-25,7,126,829,1,24000.0,17991.0,6009.0,376.0,104.9,5528.1
2356,2025-04-23,2,136,1029,1,2500.0,1606.0,894.0,1005.0,120.45,-231.45
2357,2024-06-10,7,123,1004,1,9500.0,7113.0,2387.0,50.0,58.25,2278.75
2358,2024-04-29,2,121,427,1,800.0,526.0,274.0,1005.0,21.69,-752.69
2359,2024-12-27,3,119,473,3,8400.0,5085.0,3315.0,1497.0,156.07,1661.93
2360,2023-06-25,1,125,42,1,4500.0,3086.0,1414.0,1005.0,32.89,376.11
2361,2023-10-05,2,125,474,2,9000.0,6172.0,2828.0,100.0,71.24,2656.76
2362,2025-03-19,4,125,603,2,9000.0,6172.0,2828.0,100.0,61.43,2666.57
2363,2023-12-23,2,109,303,1,42000.0,31127.0,10873.0,376.0,220.45,10276.55
2364,2025-12-26,1,120,63,5,7500.0,5145.0,2355.0,2495.0,165.23,-305.23
2365,2025-08-23,2,127,1038,1,9500.0,6907.0,2593.0,376.0,114.85,2102.15
2366,2024-12-07,5,125,417,1,4500.0,3086.0,1414.0,376.0,25.24,1012.76
2367,2024-05-31,2,110,94,1,24000.0,15039.0,8961.0,499.0,266.58,8195.42
2368,2024-11-23,5,120,147,2,3000.0,2058.0,942.0,100.0,77.18,764.82
2369,2025-05-27,7,137,216,5,11000.0,7110.0,3890.0,250.0,400.04,3239.96
2370,2024-11-06,3,126,426,1,24000.0,17991.0,6009.0,1005.0,392.86,4611.14
2371,2024-05-04,4,119,887,3,8400.0,5085.0,3315.0,3015.0,82.55,217.45
2372,2023-03-13,9,112,199,1,38000.0,25796.0,12204.0,499.0,562.96,11142.04
2373,2024-01-12,2,137,1160,2,4400.0,2844.0,1556.0,752.0,163.72,640.28
2374,2025-12-27,7,124,559,1,48000.0,33033.0,14967.0,376.0,374.44,14216.56
2375,2024-12-20,5,118,86,1,3500.0,2473.0,1027.0,376.0,65.03,585.97
2376,2024-09-13,10,119,717,1,2800.0,1695.0,1105.0,499.0,41.62,564.38
2377,2023-01-04,6,120,336,2,3000.0,2058.0,942.0,752.0,45.84,144.16
2378,2023-09-05,7,118,525,5,17500.0,12365.0,5135.0,250.0,252.66,4632.34
2379,2023-08-24,2,135,6,1,12000.0,8606.0,3394.0,376.0,366.54,2651.46
2380,2025-05-15,6,118,907,2,7000.0,4946.0,2054.0,998.0,68.63,987.37
2381,2024-11-24,6,103,346,1,98000.0,63780.0,34220.0,376.0,1223.81,32620.19
2382,2024-06-18,2,127,567,1,9500.0,6907.0,2593.0,376.0,58.25,2158.75
2383,2024-06-01,3,137,1199,2,4400.0,2844.0,1556.0,998.0,141.2,416.8
2384,2025-05-23,1,134,120,1,28000.0,17855.0,10145.0,50.0,1018.29,9076.71
2385,2023-01-03,1,120,740,2,3000.0,2058.0,942.0,752.0,45.84,144.16
2386,2023-10-04,1,125,614,5,22500.0,15430.0,7070.0,1880.0,178.11,5011.89
2387,2023-03-02,5,137,368,2,4400.0,2844.0,1556.0,752.0,197.26,606.74
2388,2025-01-29,5,118,951,2,7000.0,4946.0,2054.0,2010.0,82.73,-38.73
2389,2024-10-05,4,125,304,5,22500.0,15430.0,7070.0,2495.0,163.26,4411.74
2390,2023-11-19,1,133,170,1,45000.0,32905.0,12095.0,376.0,2349.21,9369.79
2391,2024-02-07,3,136,346,5,12500.0,8030.0,4470.0,1880.0,440.95,2149.05
2392,2025-12-20,1,136,349,3,7500.0,4818.0,2682.0,150.0,316.46,2215.54
2393,2023-02-02,9,113,1038,1,58000.0,37157.0,20843.0,376.0,1213.98,19253.02
2394,2024-07-26,4,119,416,1,2800.0,1695.0,1105.0,376.0,42.96,686.04
2395,2025-09-07,3,120,1181,1,1500.0,1029.0,471.0,1005.0,21.9,-555.9
2396,2023-02-16,3,113,830,1,58000.0,37157.0,20843.0,1005.0,1213.98,18624.02
2397,2023-12-14,9,125,389,3,13500.0,9258.0,4242.0,1497.0,164.09,2580.91
2398,2023-09-15,8,132,989,1,38000.0,23961.0,14039.0,376.0,997.79,12665.21
2399,2024-08-01,1,109,968,1,42000.0,31127.0,10873.0,376.0,315.83,10181.17
2400,2023-04-12,1,112,778,1,38000.0,25796.0,12204.0,1005.0,864.17,10334.83
2401,2024-06-29,4,123,238,1,9500.0,7113.0,2387.0,376.0,58.25,1952.75
2402,2025-02-08,5,119,653,1,2800.0,1695.0,1105.0,376.0,56.38,672.62
2403,2024-02-14,1,137,890,1,2200.0,1422.0,778.0,1005.0,77.61,-304.61
2404,2024-08-28,2,136,641,2,5000.0,3212.0,1788.0,2010.0,132.66,-354.66
2405,2024-10-05,2,135,368,1,12000.0,8606.0,3394.0,376.0,351.68,2666.32
2406,2023-06-27,3,118,662,3,10500.0,7419.0,3081.0,1497.0,126.55,1457.45
2407,2024-03-07,4,125,1126,1,4500.0,3086.0,1414.0,499.0,41.6,873.4
2408,2025-03-12,4,120,99,1,1500.0,1029.0,471.0,499.0,12.34,-40.34
2409,2025-12-07,6,128,592,1,58000.0,37743.0,20257.0,50.0,0.0,20207.0
2410,2025-07-19,2,121,143,5,4000.0,2630.0,1370.0,2495.0,96.13,-1221.13
2411,2023-01-31,6,118,601,5,17500.0,12365.0,5135.0,2495.0,267.38,2372.62
2412,2023-11-17,7,136,91,2,5000.0,3212.0,1788.0,752.0,261.02,774.98
2413,2025-04-13,9,121,370,1,800.0,526.0,274.0,50.0,9.81,214.19
2414,2025-12-15,8,109,965,1,42000.0,31127.0,10873.0,376.0,0.0,10497.0
2415,2023-12-10,3,121,378,5,4000.0,2630.0,1370.0,1880.0,105.11,-615.11
2416,2025-05-09,3,136,319,3,7500.0,4818.0,2682.0,1128.0,272.75,1281.25
2417,2023-08-03,6,121,837,3,2400.0,1578.0,822.0,1497.0,71.04,-746.04
2418,2024-07-23,1,125,775,1,4500.0,3086.0,1414.0,376.0,59.81,978.19
2419,2023-07-06,3,120,292,1,1500.0,1029.0,471.0,376.0,0.0,95.0
2420,2023-07-16,2,137,812,1,2200.0,1422.0,778.0,1005.0,88.74,-315.74
2421,2023-01-06,12,137,638,1,2200.0,1422.0,778.0,499.0,119.32,159.68
2422,2024-10-26,2,119,766,1,2800.0,1695.0,1105.0,1005.0,60.96,39.04
2423,2025-05-09,9,132,960,1,38000.0,23961.0,14039.0,376.0,1381.96,12281.04
2424,2025-02-18,7,126,16,1,24000.0,17991.0,6009.0,50.0,0.0,5959.0
2425,2025-05-06,9,118,33,2,7000.0,4946.0,2054.0,752.0,68.63,1233.37
2426,2025-07-07,7,136,371,1,2500.0,1606.0,894.0,376.0,61.64,456.36
2427,2025-10-02,5,121,1042,1,800.0,526.0,274.0,376.0,0.0,-102.0
2428,2025-09-09,3,118,451,3,10500.0,7419.0,3081.0,3015.0,153.31,-87.31
2429,2024-08-26,4,127,269,1,9500.0,6907.0,2593.0,376.0,93.92,2123.08
2430,2025-10-07,12,119,430,1,2800.0,1695.0,1105.0,50.0,0.0,1055.0
2431,2023-01-05,3,125,571,5,22500.0,15430.0,7070.0,1880.0,239.63,4950.37
2432,2024-10-28,4,118,88,1,3500.0,2473.0,1027.0,376.0,76.2,574.8
2433,2023-06-15,2,118,415,1,3500.0,2473.0,1027.0,376.0,42.18,608.82
2434,2025-02-21,2,117,1177,1,290000.0,209699.0,80301.0,499.0,5839.59,73962.41
2435,2025-02-22,3,137,1143,2,4400.0,2844.0,1556.0,2010.0,186.64,-640.64
2436,2023-07-10,4,116,1053,1,145000.0,90588.0,54412.0,50.0,0.0,54362.0
2437,2024-11-22,6,125,202,1,4500.0,3086.0,1414.0,1005.0,73.66,335.34
2438,2025-05-08,2,137,519,1,2200.0,1422.0,778.0,376.0,80.01,321.99
2439,2024-08-01,5,137,702,2,4400.0,2844.0,1556.0,752.0,116.74,687.26
2440,2025-08-31,7,121,829,2,1600.0,1052.0,548.0,752.0,28.53,-232.53
2441,2024-09-01,1,136,811,1,2500.0,1606.0,894.0,1005.0,81.54,-192.54
2442,2025-08-30,5,119,684,1,2800.0,1695.0,1105.0,376.0,49.94,679.06
2443,2023-11-22,6,136,1107,3,7500.0,4818.0,2682.0,3015.0,391.54,-724.54
2444,2025-03-01,3,103,1142,1,98000.0,63780.0,34220.0,499.0,525.56,33195.44
2445,2024-03-20,7,118,1104,2,7000.0,4946.0,2054.0,100.0,139.12,1814.88
2446,2024-06-05,3,103,264,1,98000.0,63780.0,34220.0,50.0,828.82,33341.18
2447,2023-09-24,1,119,800,3,8400.0,5085.0,3315.0,3015.0,121.28,178.72
2448,2023-05-18,2,135,246,1,12000.0,8606.0,3394.0,499.0,551.29,2343.71
2449,2025-04-13,3,137,1184,1,2200.0,1422.0,778.0,1005.0,105.99,-332.99
2450,2025-02-05,10,127,392,1,9500.0,6907.0,2593.0,1005.0,0.0,1588.0
2451,2024-11-30,1,100,749,1,125000.0,87901.0,37099.0,499.0,1560.98,35039.02
2452,2024-03-02,4,120,964,1,1500.0,1029.0,471.0,1005.0,29.81,-563.81
2453,2025-01-26,3,119,1192,3,8400.0,5085.0,3315.0,1128.0,99.27,2087.73
2454,2023-09-29,1,136,357,3,7500.0,4818.0,2682.0,3015.0,196.93,-529.93
2455,2024-11-30,2,121,271,5,4000.0,2630.0,1370.0,1880.0,102.91,-612.91
2456,2024-09-10,12,127,597,1,9500.0,6907.0,2593.0,50.0,43.44,2499.56
2457,2023-02-17,5,120,584,5,7500.0,5145.0,2355.0,5025.0,156.98,-2826.98
2458,2024-08-25,6,135,866,1,12000.0,8606.0,3394.0,376.0,318.38,2699.62
2459,2024-05-09,4,121,1140,2,1600.0,1052.0,548.0,100.0,15.72,432.28
2460,2023-04-05,9,125,937,1,4500.0,3086.0,1414.0,376.0,32.05,1005.95
2461,2025-01-04,1,118,949,1,3500.0,2473.0,1027.0,1005.0,41.36,-19.36
2462,2024-07-06,1,126,336,1,24000.0,17991.0,6009.0,376.0,319.01,5313.99
2463,2025-06-15,5,137,426,1,2200.0,1422.0,778.0,1005.0,54.51,-281.51
2464,2023-08-09,2,123,669,1,9500.0,7113.0,2387.0,1005.0,41.52,1340.48
2465,2025-01-24,5,125,1025,5,22500.0,15430.0,7070.0,5025.0,176.0,1869.0
2466,2023-05-20,5,132,944,1,38000.0,23961.0,14039.0,376.0,1745.76,11917.24
2467,2023-08-14,3,126,129,1,24000.0,17991.0,6009.0,376.0,104.9,5528.1
2468,2023-06-23,2,102,1179,1,195000.0,141052.0,53948.0,376.0,1076.75,52495.25
2469,2024-10-14,6,136,587,3,7500.0,4818.0,2682.0,150.0,219.8,2312.2
2470,2023-09-09,5,137,320,1,2200.0,1422.0,778.0,1005.0,57.77,-284.77
2471,2025-08-01,1,108,586,1,48000.0,31082.0,16918.0,50.0,322.01,16545.99
2472,2024-06-29,6,110,1118,1,24000.0,15039.0,8961.0,1005.0,202.98,7753.02
2473,2024-01-08,7,121,942,2,1600.0,1052.0,548.0,752.0,0.0,-204.0
2474,2023-03-08,6,113,963,1,58000.0,37157.0,20843.0,50.0,859.26,19933.74
2475,2023-10-04,1,123,706,1,9500.0,7113.0,2387.0,376.0,75.2,1935.8
2476,2025-04-29,3,137,17,1,2200.0,1422.0,778.0,1005.0,105.99,-332.99
2477,2023-10-23,5,105,867,1,85000.0,52017.0,32983.0,376.0,610.33,31996.67
2478,2025-09-07,3,137,443,2,4400.0,2844.0,1556.0,998.0,138.66,419.34
2479,2024-12-01,11,125,902,2,9000.0,6172.0,2828.0,100.0,50.49,2677.51
2480,2024-10-29,1,127,508,1,9500.0,6907.0,2593.0,376.0,68.93,2148.07
2481,2023-02-08,5,134,168,1,28000.0,17855.0,10145.0,1005.0,1000.23,8139.77
2482,2023-02-13,5,136,1179,3,7500.0,4818.0,2682.0,1128.0,267.92,1286.08
2483,2025-11-03,7,137,352,2,4400.0,2844.0,1556.0,2010.0,144.97,-598.97
2484,2023-12-03,1,137,1156,1,2200.0,1422.0,778.0,50.0,69.43,658.57
2485,2024-07-14,4,121,322,3,2400.0,1578.0,822.0,1128.0,36.82,-342.82
2486,2023-03-07,4,101,130,1,260000.0,167880.0,92120.0,376.0,1790.6,89953.4
2487,2024-10-22,8,123,6,1,9500.0,7113.0,2387.0,376.0,68.93,1942.07
2488,2024-04-25,4,119,646,1,2800.0,1695.0,1105.0,376.0,75.92,653.08
2489,2024-06-21,5,120,52,1,1500.0,1029.0,471.0,1005.0,21.17,-555.17
2490,2023-05-23,7,137,228,3,6600.0,4266.0,2334.0,3015.0,303.21,-984.21
2491,2025-11-14,5,123,1153,1,9500.0,7113.0,2387.0,50.0,96.19,2240.81
2492,2024-11-17,3,120,389,1,1500.0,1029.0,471.0,499.0,38.59,-66.59
2493,2024-12-30,4,117,561,1,290000.0,209699.0,80301.0,376.0,5388.05,74536.95
2494,2025-06-17,6,108,734,1,48000.0,31082.0,16918.0,376.0,404.75,16137.25
2495,2023-02-07,2,124,140,1,48000.0,33033.0,14967.0,376.0,238.3,14352.7
2496,2023-02-09,4,111,968,1,185000.0,117065.0,67935.0,376.0,3872.17,63686.83
2497,2024-09-01,5,134,434,1,28000.0,17855.0,10145.0,50.0,913.25,9181.75
2498,2023-03-29,11,133,337,1,45000.0,32905.0,12095.0,376.0,2017.41,9701.59
2499,2025-09-17,5,111,833,1,185000.0,117065.0,67935.0,1005.0,2701.13,64228.87
2500,2023-05-19,2,137,721,3,6600.0,4266.0,2334.0,3015.0,303.21,-984.21
2501,2024-03-03,1,134,976,1,28000.0,17855.0,10145.0,376.0,932.83,8836.17
2502,2025-03-29,4,133,913,1,45000.0,32905.0,12095.0,376.0,818.57,10900.43
2503,2023-02-19,8,135,326,1,12000.0,8606.0,3394.0,1005.0,428.67,1960.33
2504,2023-02-11,3,121,1156,1,800.0,526.0,274.0,50.0,16.74,207.26
2505,2025-06-08,10,118,530,2,7000.0,4946.0,2054.0,752.0,136.62,1165.38
2506,2025-01-12,2,118,863,2,7000.0,4946.0,2054.0,752.0,82.73,1219.27
2507,2024-09-24,7,121,774,3,2400.0,1578.0,822.0,3015.0,35.68,-2228.68
2508,2024-07-09,1,118,965,1,3500.0,2473.0,1027.0,376.0,53.7,597.3
2509,2024-07-20,7,118,550,1,3500.0,2473.0,1027.0,376.0,53.7,597.3
2510,2025-11-06,6,136,774,1,2500.0,1606.0,894.0,1005.0,82.37,-193.37
2511,2023-05-25,5,125,1178,2,9000.0,6172.0,2828.0,2010.0,66.27,751.73
2512,2023-03-24,1,120,221,1,1500.0,1029.0,471.0,1005.0,22.22,-556.22
2513,2024-04-18,1,125,945,3,13500.0,9258.0,4242.0,1497.0,83.41,2661.59
2514,2024-07-10,6,118,744,3,10500.0,7419.0,3081.0,150.0,161.09,2769.91
2515,2024-07-13,3,118,1079,5,17500.0,12365.0,5135.0,1880.0,268.49,2986.51
2516,2025-05-18,1,125,144,5,22500.0,15430.0,7070.0,1880.0,230.91,4959.09
2517,2023-02-27,9,137,112,1,2200.0,1422.0,778.0,376.0,78.59,323.41
2518,2025-08-18,2,125,1191,1,4500.0,3086.0,1414.0,376.0,54.4,983.6
2519,2025-06-23,7,123,134,1,9500.0,7113.0,2387.0,376.0,50.04,1960.96
2520,2024-04-08,7,119,349,5,14000.0,8475.0,5525.0,250.0,379.59,4895.41
2521,2024-09-12,8,136,395,5,12500.0,8030.0,4470.0,250.0,407.7,3812.3
2522,2023-11-07,3,119,1016,3,8400.0,5085.0,3315.0,150.0,183.79,2981.21
2523,2025-02-20,5,118,568,1,3500.0,2473.0,1027.0,376.0,70.48,580.52
2524,2025-05-15,10,118,929,2,7000.0,4946.0,2054.0,752.0,68.63,1233.37
2525,2025-04-09,8,132,406,1,38000.0,23961.0,14039.0,376.0,1830.8,11832.2
2526,2025-10-16,4,113,190,1,58000.0,37157.0,20843.0,1005.0,0.0,19838.0
2527,2025-12-18,1,123,632,1,9500.0,7113.0,2387.0,376.0,74.11,1936.89
2528,2024-09-23,6,121,974,1,800.0,526.0,274.0,376.0,11.89,-113.89
2529,2024-12-04,2,119,452,1,2800.0,1695.0,1105.0,499.0,52.02,553.98
2530,2024-06-04,3,118,1060,1,3500.0,2473.0,1027.0,376.0,49.41,601.59
2531,2025-02-21,1,121,132,3,2400.0,1578.0,822.0,1128.0,48.33,-354.33
2532,2023-12-26,1,120,305,3,4500.0,3087.0,1413.0,3015.0,118.25,-1720.25
2533,2023-12-16,2,120,163,2,3000.0,2058.0,942.0,2010.0,78.83,-1146.83
2534,2025-06-16,2,133,929,1,45000.0,32905.0,12095.0,376.0,1115.0,10604.0
2535,2025-03-10,5,136,325,2,5000.0,3212.0,1788.0,100.0,90.95,1597.05
2536,2025-11-26,5,136,725,1,2500.0,1606.0,894.0,376.0,82.37,435.63
2537,2024-05-29,9,128,433,1,58000.0,37743.0,20257.0,499.0,342.49,19415.51
2538,2023-07-10,9,120,121,2,3000.0,2058.0,942.0,2010.0,0.0,-1068.0
2539,2023-08-15,7,118,1152,5,17500.0,12365.0,5135.0,1880.0,518.02,2736.98
2540,2024-05-16,3,108,679,1,48000.0,31082.0,16918.0,499.0,533.15,15885.85
2541,2023-05-26,2,119,798,5,14000.0,8475.0,5525.0,1880.0,153.4,3491.6
2542,2023-01-26,6,136,782,1,2500.0,1606.0,894.0,499.0,135.59,259.41
2543,2024-04-08,10,121,739,1,800.0,526.0,274.0,1005.0,21.69,-752.69
2544,2024-08-19,1,137,11,2,4400.0,2844.0,1556.0,752.0,116.74,687.26
2545,2025-09-06,1,119,87,2,5600.0,3390.0,2210.0,998.0,81.76,1130.24
2546,2023-10-22,4,120,78,2,3000.0,2058.0,942.0,2010.0,52.06,-1120.06
2547,2024-04-14,4,125,695,2,9000.0,6172.0,2828.0,2010.0,55.6,762.4
2548,2023-01-25,1,125,657,1,4500.0,3086.0,1414.0,50.0,47.93,1316.07
2549,2023-07-17,1,106,615,1,320000.0,198987.0,121013.0,50.0,2845.86,118117.14
2550,2023-12-26,4,121,104,2,1600.0,1052.0,548.0,752.0,42.04,-246.04
2551,2025-09-04,1,118,167,1,3500.0,2473.0,1027.0,376.0,51.1,599.9
2552,2023-11-19,8,121,558,3,2400.0,1578.0,822.0,150.0,52.51,619.49
2553,2023-04-28,7,119,965,1,2800.0,1695.0,1105.0,376.0,63.68,665.32
2554,2025-06-26,6,108,1130,1,48000.0,31082.0,16918.0,376.0,404.75,16137.25
2555,2025-12-15,6,135,123,1,12000.0,8606.0,3394.0,376.0,506.34,2511.66
2556,2025-07-08,5,126,9,1,24000.0,17991.0,6009.0,1005.0,115.07,4888.93
2557,2023-10-07,9,132,968,1,38000.0,23961.0,14039.0,376.0,1022.75,12640.25
2558,2024-12-28,3,136,1104,2,5000.0,3212.0,1788.0,100.0,217.99,1470.01
2559,2024-04-16,3,120,1119,3,4500.0,3087.0,1413.0,1128.0,122.01,162.99
2560,2025-10-31,4,124,95,1,48000.0,33033.0,14967.0,376.0,473.14,14117.86
2561,2025-09-09,7,133,1132,1,45000.0,32905.0,12095.0,499.0,1418.11,10177.89
2562,2025-02-08,6,127,400,1,9500.0,6907.0,2593.0,1005.0,0.0,1588.0
2563,2025-10-29,1,119,1,2,5600.0,3390.0,2210.0,2010.0,0.0,200.0
2564,2024-08-13,4,108,1199,1,48000.0,31082.0,16918.0,499.0,360.95,16058.05
2565,2024-08-21,4,118,537,3,10500.0,7419.0,3081.0,1128.0,0.0,1953.0
2566,2023-05-19,10,137,319,3,6600.0,4266.0,2334.0,1128.0,303.21,902.79
