Review_ID,Product_ID,Customer_ID,Rating,Review_Text
755,P121,C0535,5,Amazing quality for the price. Fast delivery.
756,P126,C0795,2,"Not good, stopped working after a week."
757,P126,C0291,4,"Good, but shipping was a bit slow to Guelma."
758,P102,C0608,1,"Waste of money, totally disappointed."
759,P103,C0994,3,"It is okay, nothing special."
760,P106,C0817,2,"Not good, stopped working after a week."
761,P111,C1117,1,"Terrible, do not buy this! Very bad quality."
762,P105,C0338,1,"Waste of money, totally disappointed."
763,P111,C0708,3,"It is okay, nothing special."
764,P135,C0144,1,"Terrible, do not buy this! Very bad quality."
765,P104,C0569,5,Amazing quality for the price. Fast delivery.
766,P118,C1070,3,"Average, expected better battery life."
767,P128,C0341,1,"Waste of money, totally disappointed."
768,P118,C0688,1,"Terrible, do not buy this! Very bad quality."
769,P106,C0701,4,Nice design but a bit expensive.
770,P119,C0632,2,"Not good, stopped working after a week."
771,P129,C1084,1,"Waste of money, totally disappointed."
772,P110,C0693,4,Nice design but a bit expensive.
773,P111,C0602,1,"Terrible, do not buy this! Very bad quality."
774,P100,C1088,5,"Perfect, works exactly as described. Thanks TechStore."
775,P100,C0073,4,"Good, but shipping was a bit slow to Guelma."
776,P100,C0284,4,Nice design but a bit expensive.
777,P112,C0357,3,"It is okay, nothing special."
778,P116,C1022,5,"Perfect, works exactly as described. Thanks TechStore."
779,P124,C0795,1,"Waste of money, totally disappointed."
780,P102,C0086,3,"Average, expected better battery life."
781,P113,C0123,3,"Average, expected better battery life."
782,P136,C0359,5,"Perfect, works exactly as described. Thanks TechStore."
783,P120,C0760,4,Nice design but a bit expensive.
784,P112,C0329,4,"Works well, satisfied with the purchase."
785,P123,C0133,1,"Waste of money, totally disappointed."
786,P128,C0719,4,Nice design but a bit expensive.
787,P111,C0261,3,"It is okay, nothing special."
788,P127,C0829,5,Amazing quality for the price. Fast delivery.
789,P111,C1020,5,Amazing quality for the price. Fast delivery.
790,P112,C0586,2,"Not good, stopped working after a week."
791,P114,C0514,5,"Excellent product, highly recommended!"
792,P106,C0662,1,"Waste of money, totally disappointed."
793,P114,C0781,4,"Good, but shipping was a bit slow to Guelma."
794,P110,C0809,3,"It is okay, nothing special."
795,P118,C0603,4,"Good, but shipping was a bit slow to Guelma."
796,P109,C1163,3,"It is okay, nothing special."
797,P117,C0545,4,"Good, but shipping was a bit slow to Guelma."
798,P122,C0653,3,"It is okay, nothing special."
799,P136,C1006,3,"Average, expected better battery life."
800,P128,C1066,4,"Works well, satisfied with the purchase."
801,P107,C0181,1,"Terrible, do not buy this! Very bad quality."
802,P112,C0090,4,Nice design but a bit expensive.
803,P117,C0576,3,"Average, expected better battery life."
804,P111,C0953,3,"Average, expected better battery life."
805,P137,C0817,2,"Not good, stopped working after a week."
806,P107,C0242,3,"It is okay, nothing special."
807,P100,C0124,3,"Average, expected better battery life."
808,P125,C1043,4,"Works well, satisfied with the purchase."
809,P133,C0066,5,Amazing quality for the price. Fast delivery.
810,P131,C0670,4,Nice design but a bit expensive.
811,P121,C0373,4,"Good, but shipping was a bit slow to Guelma."
812,P124,C0502,4,"Good, but shipping was a bit slow to Guelma."
813,P117,C1071,4,Nice design but a bit expensive.
814,P100,C0322,4,"Works well, satisfied with the purchase."
815,P100,C1066,5,Amazing quality for the price. Fast delivery.
816,P122,C1017,4,Nice design but a bit expensive.
817,P132,C0247,4,Nice design but a bit expensive.
818,P115,C0856,4,"Works well, satisfied with the purchase."
819,P132,C0203,4,"Good, but shipping was a bit slow to Guelma."
820,P119,C0345,2,"Not good, stopped working after a week."
821,P106,C0086,4,"Works well, satisfied with the purchase."
822,P101,C0532,5,"Perfect, works exactly as described. Thanks TechStore."
823,P115,C0089,4,Nice design but a bit expensive.
824,P115,C0426,5,"Excellent product, highly recommended!"
825,P116,C0520,4,Nice design but a bit expensive.
826,P127,C1013,5,Amazing quality for the price. Fast delivery.
827,P114,C1134,4,"Works well, satisfied with the purchase."
828,P121,C0125,5,"Excellent product, highly recommended!"
829,P127,C0305,4,"Works well, satisfied with the purchase."
830,P113,C0489,4,Nice design but a bit expensive.
831,P127,C1085,1,"Terrible, do not buy this! Very bad quality."
832,P106,C0202,5,"Excellent product, highly recommended!"
833,P110,C0699,5,"Perfect, works exactly as described. Thanks TechStore."
834,P116,C0546,5,"Excellent product, highly recommended!"
835,P110,C0298,5,Amazing quality for the price. Fast delivery.
836,P134,C1178,5,"Excellent product, highly recommended!"
837,P131,C1183,3,"It is okay, nothing special."
838,P123,C0108,5,Amazing quality for the price. Fast delivery.
839,P126,C0796,3,"Average, expected better battery life."
840,P131,C0229,3,"Average, expected better battery life."
841,P114,C0603,4,"Good, but shipping was a bit slow to Guelma."
842,P109,C0423,3,"Average, expected better battery life."
843,P112,C1098,3,"Average, expected better battery life."
844,P115,C0912,1,"Terrible, do not buy this! Very bad quality."
845,P123,C0906,4,"Good, but shipping was a bit slow to Guelma."
846,P137,C1073,5,"Excellent product, highly recommended!"
847,P102,C1190,3,"It is okay, nothing special."
848,P103,C0421,4,Nice design but a bit expensive.
849,P119,C0258,4,"Works well, satisfied with the purchase."
850,P103,C1050,4,Nice design but a bit expensive.
851,P114,C0059,5,"Excellent product, highly recommended!"
852,P125,C0112,5,"Perfect, works exactly as described. Thanks TechStore."
853,P114,C0809,5,"Excellent product, highly recommended!"
854,P134,C0078,4,"Works well, satisfied with the purchase."
855,P127,C1054,3,"Average, expected better battery life."
856,P120,C0315,3,"It is okay, nothing special."
857,P134,C0369,5,Amazing quality for the price. Fast delivery.
858,P113,C0385,1,"Waste of money, totally disappointed."
859,P107,C0324,2,"Not good, stopped working after a week."
860,P101,C1140,1,"Terrible, do not buy this! Very bad quality."
861,P131,C0829,4,Nice design but a bit expensive.
862,P110,C0555,1,"Terrible, do not buy this! Very bad quality."
863,P117,C0596,4,Nice design but a bit expensive.
864,P127,C1025,5,"Perfect, works exactly as described. Thanks TechStore."
865,P103,C0524,5,"Perfect, works exactly as described. Thanks TechStore."
866,P116,C0224,4,"Works well, satisfied with the purchase."
867,P108,C0974,5,Amazing quality for the price. Fast delivery.
868,P109,C0464,4,"Good, but shipping was a bit slow to Guelma."
869,P111,C1183,4,"Good, but shipping was a bit slow to Guelma."
870,P137,C0784,4,"Good, but shipping was a bit slow to Guelma."
871,P122,C0883,4,"Good, but shipping was a bit slow to Guelma."
872,P132,C0514,5,"Perfect, works exactly as described. Thanks TechStore."
873,P124,C0929,1,"Terrible, do not buy this! Very bad quality."
874,P106,C0707,2,"Not good, stopped working after a week."
875,P103,C0365,4,"Works well, satisfied with the purchase."
876,P124,C0376,3,"Average, expected better battery life."
877,P102,C0723,2,"Not good, stopped working after a week."
878,P133,C0475,3,"It is okay, nothing special."
879,P101,C0268,4,"Works well, satisfied with the purchase."
880,P126,C0722,5,"Perfect, works exactly as described. Thanks TechStore."
881,P125,C1159,2,"Not good, stopped working after a week."
882,P135,C0615,4,"Good, but shipping was a bit slow to Guelma."
883,P124,C0387,3,"Average, expected better battery life."
884,P133,C1035,4,"Works well, satisfied with the purchase."
885,P123,C0303,1,"Waste of money, totally disappointed."
886,P127,C0488,1,"Terrible, do not buy this! Very bad quality."
887,P101,C0374,3,"Average, expected better battery life."
888,P130,C0799,5,"Perfect, works exactly as described. Thanks TechStore."
889,P113,C0059,3,"It is okay, nothing special."
890,P134,C0351,5,"Excellent product, highly recommended!"
891,P121,C1179,2,"Not good, stopped working after a week."
892,P115,C0854,1,"Terrible, do not buy this! Very bad quality."
893,P108,C0212,4,"Good, but shipping was a bit slow to Guelma."
894,P131,C0324,4,"Good, but shipping was a bit slow to Guelma."
895,P100,C0122,3,"It is okay, nothing special."
896,P120,C0012,4,Nice design but a bit expensive.
897,P111,C1006,5,"Excellent product, highly recommended!"
898,P122,C0803,1,"Terrible, do not buy this! Very bad quality."
899,P132,C0308,1,"Waste of money, totally disappointed."
900,P104,C0548,5,"Excellent product, highly recommended!"
901,P127,C0920,4,"Good, but shipping was a bit slow to Guelma."
902,P129,C0315,4,"Good, but shipping was a bit slow to Guelma."
903,P100,C1007,1,"Terrible, do not buy this! Very bad quality."
904,P105,C0659,2,"Not good, stopped working after a week."
905,P112,C0746,5,"Perfect, works exactly as described. Thanks TechStore."
906,P105,C0250,1,"Waste of money, totally disappointed."
907,P129,C0363,2,"Not good, stopped working after a week."
908,P104,C0966,5,"Perfect, works exactly as described. Thanks TechStore."
909,P102,C1154,5,"Excellent product, highly recommended!"
910,P121,C0257,1,"Waste of money, totally disappointed."
911,P132,C1162,5,Amazing quality for the price. Fast delivery.
912,P117,C1052,1,"Waste of money, totally disappointed."
913,P116,C0513,1,"Terrible, do not buy this! Very bad quality."
914,P118,C0690,2,"Not good, stopped working after a week."
915,P125,C0118,3,"It is okay, nothing special."
916,P112,C0658,1,"Terrible, do not buy this! Very bad quality."
917,P127,C0881,2,"Not good, stopped working after a week."
918,P127,C0535,3,"It is okay, nothing special."
919,P116,C1094,4,"Works well, satisfied with the purchase."
920,P125,C1058,4,Nice design but a bit expensive.
921,P120,C0035,4,"Good, but shipping was a bit slow to Guelma."
922,P110,C0512,4,"Good, but shipping was a bit slow to Guelma."
923,P101,C0604,4,Nice design but a bit expensive.
924,P115,C1043,4,Nice design but a bit expensive.
925,P128,C0549,3,"It is okay, nothing special."
926,P102,C0216,5,Amazing quality for the price. Fast delivery.
927,P119,C1166,4,"Good, but shipping was a bit slow to Guelma."
928,P130,C0322,5,"Excellent product, highly recommended!"
929,P118,C0764,4,Nice design but a bit expensive.
930,P127,C0280,3,"It is okay, nothing special."
931,P131,C0225,2,"Not good, stopped working after a week."
932,P101,C0729,5,"Perfect, works exactly as described. Thanks TechStore."
933,P105,C1170,4,"Works well, satisfied with the purchase."
934,P122,C1131,5,"Excellent product, highly recommended!"
935,P131,C0091,4,"Works well, satisfied with the purchase."
936,P100,C0133,5,"Excellent product, highly recommended!"
937,P134,C0227,5,Amazing quality for the price. Fast delivery.
938,P109,C0196,4,"Good, but shipping was a bit slow to Guelma."
939,P100,C0744,4,"Good, but shipping was a bit slow to Guelma."
940,P124,C0602,1,"Waste of money, totally disappointed."
941,P113,C0273,5,"Perfect, works exactly as described. Thanks TechStore."
942,P126,C1055,4,"Good, but shipping was a bit slow to Guelma."
943,P111,C0185,4,Nice design but a bit expensive.
944,P109,C0561,3,"It is okay, nothing special."
945,P134,C0855,5,"Perfect, works exactly as described. Thanks TechStore."
946,P110,C0835,5,"Perfect, works exactly as described. Thanks TechStore."
947,P124,C0430,1,"Waste of money, totally disappointed."
948,P134,C0617,4,"Works well, satisfied with the purchase."
949,P132,C0492,5,"Perfect, works exactly as described. Thanks TechStore."
950,P119,C0710,4,Nice design but a bit expensive.
951,P135,C0549,4,"Good, but shipping was a bit slow to Guelma."
952,P100,C1017,4,"Works well, satisfied with the purchase."
953,P113,C1131,1,"Terrible, do not buy this! Very bad quality."
954,P128,C1157,4,"Good, but shipping was a bit slow to Guelma."
955,P117,C1121,4,"Works well, satisfied with the purchase."
956,P104,C0901,5,"Perfect, works exactly as described. Thanks TechStore."
957,P135,C0976,4,"Works well, satisfied with the purchase."
958,P136,C0341,1,"Waste of money, totally disappointed."
959,P137,C0942,4,"Works well, satisfied with the purchase."
960,P102,C0959,3,"It is okay, nothing special."
961,P103,C0980,3,"Average, expected better battery life."
962,P114,C0518,5,"Perfect, works exactly as described. Thanks TechStore."
963,P117,C1190,4,"Works well, satisfied with the purchase."
964,P124,C0895,5,Amazing quality for the price. Fast delivery.
965,P133,C0255,5,"Perfect, works exactly as described. Thanks TechStore."
966,P132,C0172,4,Nice design but a bit expensive.
967,P121,C0633,5,"Perfect, works exactly as described. Thanks TechStore."
968,P102,C1018,5,Amazing quality for the price. Fast delivery.
969,P134,C0850,1,"Terrible, do not buy this! Very bad quality."
970,P112,C0341,4,Nice design but a bit expensive.
971,P109,C0887,5,Amazing quality for the price. Fast delivery.
972,P117,C0016,1,"Terrible, do not buy this! Very bad quality."
973,P106,C0987,1,"Terrible, do not buy this! Very bad quality."
974,P111,C0551,4,Nice design but a bit expensive.
975,P115,C0690,2,"Not good, stopped working after a week."
976,P106,C0034,1,"Waste of money, totally disappointed."
977,P137,C0853,1,"Terrible, do not buy this! Very bad quality."
978,P106,C0555,4,Nice design but a bit expensive.
979,P115,C0192,3,"Average, expected better battery life."
980,P130,C1085,3,"It is okay, nothing special."
981,P108,C0718,1,"Waste of money, totally disappointed."
982,P131,C0934,3,"Average, expected better battery life."
983,P124,C1139,4,Nice design but a bit expensive.
984,P126,C1192,3,"It is okay, nothing special."
985,P104,C0299,3,"Average, expected better battery life."
986,P128,C0452,3,"Average, expected better battery life."
987,P109,C0392,5,"Perfect, works exactly as described. Thanks TechStore."
988,P115,C0577,3,"Average, expected better battery life."
989,P115,C1191,5,Amazing quality for the price. Fast delivery.
990,P108,C1052,4,"Good, but shipping was a bit slow to Guelma."
991,P113,C1172,5,"Excellent product, highly recommended!"
992,P132,C0368,4,Nice design but a bit expensive.
993,P101,C0142,5,"Perfect, works exactly as described. Thanks TechStore."
994,P109,C0509,3,"Average, expected better battery life."
995,P134,C0066,2,"Not good, stopped working after a week."
996,P107,C1174,2,"Not good, stopped working after a week."
997,P101,C0293,1,"Waste of money, totally disappointed."
998,P130,C0437,5,"Perfect, works exactly as described. Thanks TechStore."
999,P111,C0851,3,"It is okay, nothing special."
1000,P115,C0488,3,"Average, expected better battery life."
1001,P106,C0877,5,"Perfect, works exactly as described. Thanks TechStore."
1002,P101,C0476,2,"Not good, stopped working after a week."
1003,P115,C0047,5,"Excellent product, highly recommended!"
1004,P119,C0422,1,"Waste of money, totally disappointed."
1005,P137,C1117,1,"Waste of money, totally disappointed."
1006,P112,C0281,4,Nice design but a bit expensive.
1007,P124,C0313,5,Amazing quality for the price. Fast delivery.
1008,P126,C0249,1,"Waste of money, totally disappointed."
1009,P132,C0504,1,"Waste of money, totally disappointed."
1010,P118,C0077,3,"Average, expected better battery life."
1011,P101,C0070,1,"Waste of money, totally disappointed."
1012,P110,C0285,3,"Average, expected better battery life."
1013,P126,C0875,1,"Terrible, do not buy this! Very bad quality."
1014,P117,C0368,5,"Excellent product, highly recommended!"
1015,P119,C0098,4,"Good, but shipping was a bit slow to Guelma."
1016,P121,C1127,4,"Works well, satisfied with the purchase."
1017,P131,C0528,5,"Excellent product, highly recommended!"
1018,P117,C0481,5,"Excellent product, highly recommended!"
1019,P108,C0297,3,"It is okay, nothing special."
1020,P103,C0246,4,Nice design but a bit expensive.
1021,P120,C1178,5,"Perfect, works exactly as described. Thanks TechStore."
1022,P125,C1072,5,Amazing quality for the price. Fast delivery.
1023,P134,C0707,1,"Terrible, do not buy this! Very bad quality."
1024,P100,C0942,4,Nice design but a bit expensive.
1025,P130,C0424,2,"Not good, stopped working after a week."
1026,P131,C0417,3,"Average, expected better battery life."
1027,P102,C0790,5,"Perfect, works exactly as described. Thanks TechStore."
1028,P137,C0030,3,"Average, expected better battery life."
1029,P105,C0335,4,"Works well, satisfied with the purchase."
1030,P117,C0569,1,"Waste of money, totally disappointed."
1031,P137,C0867,4,Nice design but a bit expensive.
1032,P105,C0393,1,"Terrible, do not buy this! Very bad quality."
1033,P111,C0584,5,"Perfect, works exactly as described. Thanks TechStore."
1034,P136,C0327,1,"Terrible, do not buy this! Very bad quality."
1035,P116,C0412,4,"Good, but shipping was a bit slow to Guelma."
1036,P113,C0533,3,"Average, expected better battery life."
1037,P106,C1179,5,Amazing quality for the price. Fast delivery.
1038,P135,C0372,5,"Excellent product, highly recommended!"
1039,P111,C1043,4,"Works well, satisfied with the purchase."
1040,P121,C0517,3,"Average, expected better battery life."
1041,P117,C0597,4,"Good, but shipping was a bit slow to Guelma."
1042,P124,C0701,4,"Works well, satisfied with the purchase."
1043,P103,C0657,4,Nice design but a bit expensive.
1044,P129,C0689,5,"Excellent product, highly recommended!"
1045,P117,C0129,5,"Perfect, works exactly as described. Thanks TechStore."
1046,P131,C0102,2,"Not good, stopped working after a week."
1047,P130,C0621,5,Amazing quality for the price. Fast delivery.
1048,P130,C0933,3,"Average, expected better battery life."
1049,P111,C0728,2,"Not good, stopped working after a week."
1050,P115,C0249,4,"Good, but shipping was a bit slow to Guelma."
1051,P123,C0445,3,"Average, expected better battery life."
1052,P137,C0317,2,"Not good, stopped working after a week."
1053,P104,C0408,4,"Good, but shipping was a bit slow to Guelma."
1054,P113,C0277,3,"Average, expected better battery life."
1055,P108,C1137,3,"Average, expected better battery life."
1056,P103,C0094,4,"Works well, satisfied with the purchase."
1057,P107,C0042,4,"Good, but shipping was a bit slow to Guelma."
1058,P116,C0437,4,Nice design but a bit expensive.
1059,P136,C0425,3,"Average, expected better battery life."
1060,P106,C0857,2,"Not good, stopped working after a week."
1061,P128,C0173,1,"Waste of money, totally disappointed."
1062,P129,C0301,5,"Perfect, works exactly as described. Thanks TechStore."
1063,P128,C1160,4,Nice design but a bit expensive.
1064,P103,C0881,5,"Perfect, works exactly as described. Thanks TechStore."
1065,P123,C1137,5,"Excellent product, highly recommended!"
1066,P116,C0645,3,"It is okay, nothing special."
1067,P122,C0486,4,"Works well, satisfied with the purchase."
1068,P136,C0312,2,"Not good, stopped working after a week."
1069,P118,C0079,1,"Terrible, do not buy this! Very bad quality."
1070,P135,C0883,5,"Perfect, works exactly as described. Thanks TechStore."
1071,P100,C0291,1,"Waste of money, totally disappointed."
1072,P108,C0091,4,"Works well, satisfied with the purchase."
1073,P115,C0838,4,"Good, but shipping was a bit slow to Guelma."
1074,P108,C0742,1,"Terrible, do not buy this! Very bad quality."
1075,P122,C0153,4,Nice design but a bit expensive.
1076,P130,C0045,4,"Works well, satisfied with the purchase."
1077,P121,C0167,3,"Average, expected better battery life."
1078,P136,C0066,5,"Excellent product, highly recommended!"
1079,P101,C0631,3,"It is okay, nothing special."
1080,P107,C1091,3,"Average, expected better battery life."
1081,P122,C1137,4,"Works well, satisfied with the purchase."
1082,P113,C0874,1,"Terrible, do not buy this! Very bad quality."
1083,P133,C0620,4,"Works well, satisfied with the purchase."
1084,P131,C0998,5,"Excellent product, highly recommended!"
1085,P105,C1079,5,Amazing quality for the price. Fast delivery.
1086,P113,C0425,5,"Perfect, works exactly as described. Thanks TechStore."
1087,P111,C0261,3,"Average, expected better battery life."
1088,P136,C0605,5,Amazing quality for the price. Fast delivery.
1089,P106,C1144,5,Amazing quality for the price. Fast delivery.
1090,P125,C0463,5,"Perfect, works exactly as described. Thanks TechStore."
1091,P109,C0398,4,Nice design but a bit expensive.
1092,P100,C0587,3,"It is okay, nothing special."
1093,P101,C1011,5,"Perfect, works exactly as described. Thanks TechStore."
1094,P115,C0987,4,Nice design but a bit expensive.
1095,P103,C0802,1,"Terrible, do not buy this! Very bad quality."
1096,P104,C1190,2,"Not good, stopped working after a week."
1097,P122,C1046,2,"Not good, stopped working after a week."
1098,P123,C0725,4,"Works well, satisfied with the purchase."
1099,P104,C0518,5,"Excellent product, highly recommended!"
1100,P122,C0580,5,"Excellent product, highly recommended!"
1101,P101,C0276,1,"Terrible, do not buy this! Very bad quality."
1102,P120,C1038,1,"Terrible, do not buy this! Very bad quality."
1103,P114,C0299,5,Amazing quality for the price. Fast delivery.
1104,P104,C0868,4,"Works well, satisfied with the purchase."
1105,P112,C0635,4,"Works well, satisfied with the purchase."
1106,P132,C0823,1,"Waste of money, totally disappointed."
1107,P112,C0815,5,"Perfect, works exactly as described. Thanks TechStore."
1108,P131,C0996,4,"Works well, satisfied with the purchase."
1109,P109,C0597,5,"Excellent product, highly recommended!"
1110,P135,C0439,3,"Average, expected better battery life."
1111,P125,C0687,4,Nice design but a bit expensive.
1112,P125,C0650,5,Amazing quality for the price. Fast delivery.
1113,P120,C0460,4,"Good, but shipping was a bit slow to Guelma."
1114,P133,C0114,4,"Good, but shipping was a bit slow to Guelma."
1115,P130,C1095,5,"Excellent product, highly recommended!"
1116,P114,C0262,4,"Works well, satisfied with the purchase."
1117,P110,C0843,5,"Excellent product, highly recommended!"
1118,P120,C0331,5,"Perfect, works exactly as described. Thanks TechStore."
1119,P124,C0961,4,"Works well, satisfied with the purchase."
1120,P115,C0404,1,"Waste of money, totally disappointed."
1121,P137,C0366,3,"Average, expected better battery life."
1122,P119,C0896,3,"Average, expected better battery life."
1123,P117,C0653,5,"Excellent product, highly recommended!"
1124,P136,C0837,5,"Excellent product, highly recommended!"
1125,P133,C0901,2,"Not good, stopped working after a week."
1126,P136,C0339,4,Nice design but a bit expensive.
1127,P131,C1161,2,"Not good, stopped working after a week."
1128,P133,C0379,3,"It is okay, nothing special."
1129,P110,C0113,5,Amazing quality for the price. Fast delivery.
1130,P103,C0027,5,"Excellent product, highly recommended!"
1131,P137,C1002,1,"Waste of money, totally disappointed."
1132,P118,C1012,4,"Works well, satisfied with the purchase."
1133,P120,C1048,5,"Excellent product, highly recommended!"
1134,P111,C0459,4,"Good, but shipping was a bit slow to Guelma."
1135,P114,C1106,1,"Terrible, do not buy this! Very bad quality."
1136,P112,C0120,4,"Good, but shipping was a bit slow to Guelma."
1137,P122,C0721,1,"Waste of money, totally disappointed."
1138,P123,C0875,5,"Perfect, works exactly as described. Thanks TechStore."
1139,P111,C0017,5,"Perfect, works exactly as described. Thanks TechStore."
1140,P126,C0674,4,Nice design but a bit expensive.
1141,P137,C1192,5,Amazing quality for the price. Fast delivery.
1142,P122,C0937,5,"Perfect, works exactly as described. Thanks TechStore."
1143,P118,C0610,4,"Works well, satisfied with the purchase."
1144,P109,C0577,5,"Excellent product, highly recommended!"
1145,P108,C0547,5,"Perfect, works exactly as described. Thanks TechStore."
1146,P101,C0134,5,"Excellent product, highly recommended!"
1147,P101,C1144,3,"Average, expected better battery life."
1148,P123,C1146,4,"Good, but shipping was a bit slow to Guelma."
1149,P121,C0345,5,"Perfect, works exactly as described. Thanks TechStore."
1150,P103,C0449,3,"Average, expected better battery life."
1151,P111,C0120,5,"Perfect, works exactly as described. Thanks TechStore."
1152,P107,C0283,1,"Waste of money, totally disappointed."
1153,P132,C0259,3,"It is okay, nothing special."
1154,P114,C1175,4,"Good, but shipping was a bit slow to Guelma."
1155,P136,C0004,5,Amazing quality for the price. Fast delivery.
1156,P100,C0985,1,"Terrible, do not buy this! Very bad quality."
1157,P120,C1165,4,"Works well, satisfied with the purchase."
1158,P111,C0561,4,"Works well, satisfied with the purchase."
1159,P100,C0880,4,Nice design but a bit expensive.
1160,P128,C0095,4,"Works well, satisfied with the purchase."
1161,P119,C0572,5,"Excellent product, highly recommended!"
1162,P130,C0411,5,"Excellent product, highly recommended!"
1163,P103,C0997,2,"Not good, stopped working after a week."
1164,P100,C1178,5,"Excellent product, highly recommended!"
1165,P106,C0332,5,Amazing quality for the price. Fast delivery.
1166,P126,C1079,2,"Not good, stopped working after a week."
1167,P111,C1044,1,"Terrible, do not buy this! Very bad quality."
1168,P100,C0947,4,"Works well, satisfied with the purchase."
1169,P125,C0379,4,Nice design but a bit expensive.
1170,P136,C0028,1,"Terrible, do not buy this! Very bad quality."
1171,P113,C0516,4,"Works well, satisfied with the purchase."
1172,P126,C0434,5,"Excellent product, highly recommended!"
1173,P102,C0367,4,"Good, but shipping was a bit slow to Guelma."
1174,P116,C0705,2,"Not good, stopped working after a week."
1175,P111,C0100,1,"Terrible, do not buy this! Very bad quality."
1176,P108,C1111,5,"Excellent product, highly recommended!"
1177,P116,C0042,4,"Works well, satisfied with the purchase."
1178,P118,C0222,3,"It is okay, nothing special."
1179,P126,C0083,4,Nice design but a bit expensive.
1180,P124,C0789,2,"Not good, stopped working after a week."
1181,P128,C0446,2,"Not good, stopped working after a week."
1182,P134,C0137,1,"Waste of money, totally disappointed."
1183,P111,C0021,4,"Good, but shipping was a bit slow to Guelma."
1184,P116,C0839,3,"Average, expected better battery life."
1185,P115,C0174,4,"Works well, satisfied with the purchase."
1186,P110,C0675,1,"Terrible, do not buy this! Very bad quality."
1187,P115,C0785,2,"Not good, stopped working after a week."
1188,P110,C0803,5,Amazing quality for the price. Fast delivery.
1189,P126,C0098,4,"Works well, satisfied with the purchase."
1190,P119,C0700,3,"It is okay, nothing special."
1191,P120,C0393,5,"Excellent product, highly recommended!"
1192,P135,C1136,4,Nice design but a bit expensive.
1193,P110,C0335,4,"Works well, satisfied with the purchase."
1194,P132,C0138,4,"Works well, satisfied with the purchase."
1195,P134,C0191,2,"Not good, stopped working after a week."
1196,P114,C0397,2,"Not good, stopped working after a week."
1197,P126,C0541,3,"Average, expected better battery life."
1198,P114,C1194,2,"Not good, stopped working after a week."
1199,P135,C0690,5,Amazing quality for the price. Fast delivery.
1200,P100,C0001,2,"Not good, stopped working after a week."
1201,P112,C1109,1,"Terrible, do not buy this! Very bad quality."
1202,P116,C1019,5,"Perfect, works exactly as described. Thanks TechStore."
1203,P133,C0560,5,"Excellent product, highly recommended!"
1204,P107,C0500,5,Amazing quality for the price. Fast delivery.
1205,P109,C0319,1,"Waste of money, totally disappointed."
1206,P109,C0461,1,"Waste of money, totally disappointed."
1207,P130,C0873,1,"Terrible, do not buy this! Very bad quality."
1208,P105,C0856,5,"Excellent product, highly recommended!"
1209,P118,C0528,3,"Average, expected better battery life."
1210,P102,C0036,2,"Not good, stopped working after a week."
1211,P136,C0149,5,"Excellent product, highly recommended!"
1212,P114,C1178,4,Nice design but a bit expensive.
1213,P130,C0550,1,"Terrible, do not buy this! Very bad quality."
1214,P126,C1138,4,"Good, but shipping was a bit slow to Guelma."
1215,P130,C0745,4,"Good, but shipping was a bit slow to Guelma."
1216,P112,C1028,5,"Excellent product, highly recommended!"
1217,P120,C0461,5,Amazing quality for the price. Fast delivery.
1218,P119,C0016,4,"Works well, satisfied with the purchase."
1219,P129,C0028,1,"Waste of money, totally disappointed."
1220,P119,C0148,4,Nice design but a bit expensive.
1221,P137,C0198,5,"Excellent product, highly recommended!"
1222,P103,C0251,4,Nice design but a bit expensive.
1223,P126,C0649,3,"It is okay, nothing special."
1224,P115,C0492,2,"Not good, stopped working after a week."
1225,P132,C0110,5,Amazing quality for the price. Fast delivery.
1226,P107,C0918,1,"Waste of money, totally disappointed."
1227,P111,C0301,3,"It is okay, nothing special."
1228,P132,C0355,1,"Waste of money, totally disappointed."
1229,P123,C0712,4,"Good, but shipping was a bit slow to Guelma."
1230,P113,C0453,4,Nice design but a bit expensive.
1231,P122,C0856,4,"Works well, satisfied with the purchase."
1232,P106,C0581,4,"Good, but shipping was a bit slow to Guelma."
1233,P110,C0701,1,"Terrible, do not buy this! Very bad quality."
1234,P118,C0324,3,"Average, expected better battery life."
1235,P137,C0212,5,"Excellent product, highly recommended!"
1236,P111,C0743,3,"It is okay, nothing special."
1237,P118,C0946,5,Amazing quality for the price. Fast delivery.
1238,P116,C0549,3,"Average, expected better battery life."
1239,P132,C0371,4,Nice design but a bit expensive.
1240,P121,C0078,5,"Excellent product, highly recommended!"
1241,P101,C0867,5,Amazing quality for the price. Fast delivery.
1242,P133,C0237,5,"Excellent product, highly recommended!"
1243,P136,C0850,4,Nice design but a bit expensive.
1244,P135,C1176,3,"Average, expected better battery life."
1245,P102,C0935,5,Amazing quality for the price. Fast delivery.
1246,P110,C0371,5,"Perfect, works exactly as described. Thanks TechStore."
1247,P110,C0466,4,Nice design but a bit expensive.
1248,P101,C0118,2,"Not good, stopped working after a week."
1249,P122,C0392,1,"Terrible, do not buy this! Very bad quality."
1250,P109,C0910,3,"It is okay, nothing special."
1251,P108,C0546,3,"Average, expected better battery life."
1252,P119,C0063,5,Amazing quality for the price. Fast delivery.
1253,P108,C0427,5,"Perfect, works exactly as described. Thanks TechStore."
1254,P100,C0516,4,"Works well, satisfied with the purchase."
1255,P128,C0441,4,"Good, but shipping was a bit slow to Guelma."
1256,P102,C0088,4,"Good, but shipping was a bit slow to Guelma."
