Trans_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Total_Revenue
1492,2025-12-09 11:49:00,7,P121,C0217,2,1600.0
1493,2023-02-09 10:42:00,1,P121,C0768,3,2400.0
1494,2023-10-13 20:16:00,1,P103,C0665,1,98000.0
1495,2024-06-21 16:19:00,2,P121,C0787,3,2400.0
1496,2024-07-25 13:53:00,1,P119,C0480,5,14000.0
1497,2023-04-11 09:56:00,11,P119,C0638,5,14000.0
1498,2024-12-31 11:33:00,8,P121,C1121,1,800.0
1499,2025-09-15 20:14:00,8,P128,C0511,1,58000.0
1500,2025-07-12 16:29:00,3,P134,C1197,1,28000.0
1501,2024-11-29 11:36:00,2,P102,C1039,1,195000.0
1502,2024-05-05 13:49:00,10,P120,C1051,5,7500.0
1503,2023-07-28 13:12:00,1,P136,C0081,2,5000.0
1504,2023-06-28 12:49:00,10,P137,C0128,1,2200.0
1505,2024-09-13 20:38:00,1,P126,C1061,1,24000.0
1506,2024-02-24 20:26:00,4,P126,C1127,1,24000.0
1507,2023-08-25 17:57:00,5,P113,C0949,1,58000.0
1508,2024-06-25 09:14:00,2,P125,C0820,1,4500.0
1509,2023-03-27 19:30:00,10,P125,C0946,1,4500.0
1510,2024-07-20 14:04:00,4,P121,C0374,2,1600.0
1511,2025-02-28 09:16:00,2,P121,C0979,1,800.0
1512,2024-09-05 18:44:00,3,P136,C1112,1,2500.0
1513,2024-12-10 17:46:00,5,P108,C0926,1,48000.0
1514,2024-11-08 11:32:00,2,P119,C0868,1,2800.0
1515,2024-11-30 10:19:00,10,P133,C1030,1,45000.0
1516,2023-02-21 13:48:00,4,P131,C0974,1,360000.0
1517,2025-11-27 10:10:00,2,P119,C1019,1,2800.0
1518,2024-09-15 19:00:00,10,P121,C0235,1,800.0
1519,2023-01-26 20:14:00,2,P121,C0484,1,800.0
1520,2023-03-12 17:06:00,3,P136,C0227,1,2500.0
1521,2023-12-31 15:10:00,5,P121,C0324,1,800.0
1522,2023-09-13 09:14:00,1,P128,C0513,1,58000.0
1523,2023-09-12 12:24:00,8,P120,C0087,5,7500.0
1524,2024-12-19 15:33:00,2,P135,C0826,1,12000.0
1525,2024-02-28 18:07:00,2,P118,C0135,3,10500.0
1526,2024-08-28 16:11:00,8,P125,C0302,1,4500.0
1527,2023-11-09 19:14:00,8,P121,C0090,1,800.0
1528,2024-05-27 14:15:00,1,P135,C0218,1,12000.0
1529,2025-02-25 20:00:00,2,P127,C0222,1,9500.0
1530,2023-12-18 20:09:00,8,P134,C0755,1,28000.0
1531,2025-05-24 14:06:00,5,P121,C0044,3,2400.0
1532,2025-12-19 09:25:00,5,P128,C0705,1,58000.0
1533,2023-08-05 09:23:00,2,P119,C0002,1,2800.0
1534,2023-05-20 12:45:00,6,P136,C0155,2,5000.0
1535,2025-02-28 11:26:00,1,P113,C0420,1,58000.0
1536,2024-06-23 17:32:00,3,P126,C0209,1,24000.0
1537,2025-11-06 11:00:00,4,P113,C0172,1,58000.0
1538,2023-07-17 16:49:00,11,P120,C0968,3,4500.0
1539,2025-09-14 19:33:00,7,P137,C1143,1,2200.0
1540,2024-06-27 12:56:00,2,P121,C1176,1,800.0
1541,2025-09-26 16:25:00,10,P124,C0325,1,48000.0
1542,2024-10-27 13:05:00,9,P125,C0896,2,9000.0
1543,2023-07-05 13:32:00,5,P118,C0351,1,3500.0
1544,2024-02-27 14:08:00,8,P133,C0836,1,45000.0
1545,2025-06-26 16:39:00,1,P119,C1170,1,2800.0
1546,2023-07-15 13:30:00,6,P108,C0052,1,48000.0
1547,2023-11-11 11:34:00,7,P137,C0070,1,2200.0
1548,2025-03-21 13:07:00,2,P126,C0077,1,24000.0
1549,2024-09-15 13:33:00,1,P119,C0974,3,8400.0
1550,2024-02-23 11:23:00,1,P109,C0707,1,42000.0
1551,2023-05-02 12:43:00,2,P119,C0501,2,5600.0
1552,2025-09-27 16:03:00,5,P136,C0224,1,2500.0
1553,2025-04-03 14:39:00,5,P112,C1123,1,38000.0
1554,2023-03-07 17:51:00,10,P110,C0071,1,24000.0
1555,2025-11-13 20:43:00,2,P118,C0777,5,17500.0
1556,2025-12-10 12:23:00,2,P127,C0567,1,9500.0
1557,2023-11-16 15:07:00,1,P120,C0246,1,1500.0
1558,2023-09-13 12:58:00,8,P114,C0353,1,75000.0
1559,2024-05-16 17:55:00,7,P121,C0875,5,4000.0
1560,2024-09-09 15:28:00,5,P120,C0227,1,1500.0
1561,2023-02-09 12:56:00,6,P136,C0315,3,7500.0
1562,2023-11-23 18:35:00,1,P112,C0445,1,38000.0
1563,2024-09-03 14:23:00,3,P132,C0326,1,38000.0
1564,2024-07-21 09:59:00,1,P109,C0170,1,42000.0
1565,2024-05-15 19:53:00,3,P124,C0614,1,48000.0
1566,2025-07-08 11:21:00,6,P118,C0425,1,3500.0
1567,2024-03-02 17:55:00,1,P120,C0492,1,1500.0
1568,2024-06-09 19:59:00,3,P121,C1062,2,1600.0
1569,2024-06-24 09:24:00,2,P134,C0208,1,28000.0
1570,2025-06-07 14:02:00,8,P118,C0090,2,7000.0
1571,2024-09-27 16:41:00,1,P102,C0808,1,195000.0
1572,2023-09-02 18:50:00,2,P125,C0363,5,22500.0
1573,2025-10-16 13:03:00,1,P119,C0045,1,2800.0
1574,2025-12-06 18:29:00,6,P137,C0380,3,6600.0
1575,2023-12-29 20:59:00,5,P118,C0342,5,17500.0
1576,2023-01-02 19:33:00,3,P125,C0059,5,22500.0
1577,2025-10-16 17:26:00,2,P135,C0678,1,12000.0
1578,2023-09-14 14:19:00,2,P118,C0425,2,7000.0
1579,2023-11-20 16:52:00,8,P136,C0643,1,2500.0
1580,2023-11-01 15:28:00,8,P118,C0863,2,7000.0
1581,2023-11-13 20:52:00,6,P128,C0024,1,58000.0
1582,2024-11-02 15:54:00,3,P110,C0093,1,24000.0
1583,2025-06-29 17:31:00,6,P125,C0056,2,9000.0
1584,2025-05-13 14:58:00,3,P121,C0681,1,800.0
1585,2024-09-15 09:41:00,1,P119,C0575,1,2800.0
1586,2023-03-23 11:37:00,1,P107,C0368,1,65000.0
1587,2023-04-13 14:09:00,2,P128,C0693,1,58000.0
1588,2024-06-13 15:53:00,8,P137,C0093,1,2200.0
1589,2025-09-24 12:47:00,2,P127,C0274,1,9500.0
1590,2025-06-08 17:41:00,6,P136,C1158,3,7500.0
1591,2025-12-17 14:22:00,1,P136,C0379,5,12500.0
1592,2023-01-09 10:53:00,3,P105,C0381,1,85000.0
1593,2024-10-11 16:48:00,1,P118,C0492,5,17500.0
1594,2024-03-23 18:16:00,5,P127,C0793,1,9500.0
1595,2023-12-22 09:36:00,1,P119,C1084,1,2800.0
1596,2024-07-07 11:25:00,5,P106,C0127,1,320000.0
1597,2025-09-15 10:04:00,6,P125,C0838,1,4500.0
1598,2024-10-06 20:07:00,7,P136,C0134,2,5000.0
1599,2025-07-09 18:46:00,1,P119,C0342,3,8400.0
1600,2024-09-24 10:28:00,4,P132,C0752,1,38000.0
1601,2024-03-05 11:24:00,4,P120,C0120,1,1500.0
1602,2023-06-12 16:38:00,2,P108,C0942,1,48000.0
1603,2024-06-04 12:59:00,9,P123,C0953,1,9500.0
1604,2025-03-16 20:19:00,6,P136,C0308,1,2500.0
1605,2023-09-24 16:35:00,1,P118,C0695,3,10500.0
1606,2023-11-19 16:00:00,10,P100,C0001,1,125000.0
1607,2023-07-07 14:33:00,4,P125,C0105,2,9000.0
1608,2025-07-10 20:28:00,2,P137,C0409,2,4400.0
1609,2023-07-25 19:50:00,2,P111,C0777,1,185000.0
1610,2025-10-13 17:00:00,7,P111,C0007,1,185000.0
1611,2025-06-12 13:56:00,5,P120,C0349,3,4500.0
1612,2024-09-16 13:15:00,3,P109,C0786,1,42000.0
1613,2023-12-05 12:19:00,1,P118,C0329,5,17500.0
1614,2024-03-06 12:34:00,1,P101,C0377,1,260000.0
1615,2024-04-22 16:04:00,9,P125,C0319,3,13500.0
1616,2024-05-06 20:58:00,5,P115,C0360,1,230000.0
1617,2024-07-09 17:25:00,2,P109,C0044,1,42000.0
1618,2025-07-15 13:34:00,3,P133,C0458,1,45000.0
1619,2023-12-02 17:12:00,6,P108,C1012,1,48000.0
1620,2024-08-21 20:17:00,1,P136,C0040,2,5000.0
1621,2023-01-14 14:25:00,1,P134,C0299,1,28000.0
1622,2023-10-05 17:16:00,6,P137,C0998,1,2200.0
1623,2024-10-09 10:35:00,11,P101,C0796,1,260000.0
1624,2023-10-10 09:33:00,1,P135,C0168,1,12000.0
1625,2025-07-07 15:58:00,7,P135,C0354,1,12000.0
1626,2023-11-03 20:05:00,5,P118,C0026,2,7000.0
1627,2023-01-10 11:33:00,8,P136,C1167,3,7500.0
1628,2025-08-18 14:45:00,2,P137,C0799,3,6600.0
1629,2024-11-30 16:27:00,7,P137,C0631,1,2200.0
1630,2023-02-04 14:50:00,7,P117,C0690,1,290000.0
1631,2023-01-30 20:03:00,5,P109,C0068,1,42000.0
1632,2025-02-09 13:14:00,11,P132,C0020,1,38000.0
1633,2023-12-30 16:17:00,4,P136,C0145,2,5000.0
1634,2025-07-16 12:01:00,5,P118,C1137,1,3500.0
1635,2023-01-17 20:35:00,2,P135,C1184,1,12000.0
1636,2025-07-14 15:36:00,3,P119,C0336,1,2800.0
1637,2025-01-02 13:51:00,3,P137,C0378,2,4400.0
1638,2024-06-07 18:41:00,2,P113,C0193,1,58000.0
1639,2024-05-20 13:37:00,9,P113,C0453,1,58000.0
1640,2023-09-04 13:35:00,1,P136,C1003,1,2500.0
1641,2025-09-26 11:53:00,1,P135,C0340,1,12000.0
1642,2025-05-08 09:54:00,12,P119,C0667,1,2800.0
1643,2023-09-09 20:16:00,2,P121,C1054,3,2400.0
1644,2025-09-03 20:49:00,4,P115,C0681,1,230000.0
1645,2023-09-30 20:50:00,6,P134,C0938,1,28000.0
1646,2024-07-15 20:03:00,7,P108,C0953,1,48000.0
1647,2024-07-14 15:20:00,5,P125,C0761,1,4500.0
1648,2025-09-23 14:27:00,7,P102,C1019,1,195000.0
1649,2023-02-18 20:44:00,7,P123,C0893,1,9500.0
1650,2025-02-09 19:29:00,4,P119,C1135,2,5600.0
1651,2023-06-23 15:11:00,3,P120,C0960,1,1500.0
1652,2024-05-20 15:18:00,5,P137,C0616,3,6600.0
1653,2024-03-23 13:36:00,2,P120,C0615,3,4500.0
1654,2025-07-05 20:50:00,4,P121,C0410,1,800.0
1655,2024-03-23 11:32:00,10,P132,C1193,1,38000.0
1656,2023-05-02 12:26:00,7,P124,C0911,1,48000.0
1657,2023-11-19 11:51:00,12,P112,C0958,1,38000.0
1658,2025-10-15 18:17:00,10,P137,C0825,1,2200.0
1659,2025-06-12 15:07:00,1,P119,C0865,3,8400.0
1660,2023-04-19 14:00:00,9,P123,C0756,1,9500.0
1661,2023-11-04 13:21:00,5,P121,C1163,2,1600.0
1662,2023-06-22 16:42:00,11,P123,C0287,1,9500.0
1663,2023-09-15 12:25:00,2,P109,C0121,1,42000.0
1664,2025-04-26 18:37:00,8,P126,C0817,1,24000.0
1665,2025-02-06 20:58:00,2,P108,C0254,1,48000.0
1666,2023-10-30 12:06:00,12,P120,C1158,1,1500.0
1667,2024-12-12 19:50:00,3,P137,C0012,1,2200.0
1668,2023-06-18 15:21:00,3,P136,C1181,2,5000.0
1669,2025-09-25 09:26:00,9,P114,C0422,1,75000.0
1670,2025-07-05 10:39:00,9,P137,C0513,3,6600.0
1671,2023-01-21 20:40:00,3,P126,C0830,1,24000.0
1672,2023-11-13 16:58:00,4,P110,C1155,1,24000.0
1673,2023-04-16 19:45:00,12,P108,C0039,1,48000.0
1674,2024-05-03 09:47:00,2,P120,C0384,1,1500.0
1675,2023-12-17 14:26:00,4,P121,C0590,5,4000.0
1676,2025-05-20 18:46:00,7,P136,C0079,2,5000.0
1677,2024-11-01 20:47:00,2,P129,C0618,1,68000.0
1678,2025-12-24 10:13:00,8,P108,C0534,1,48000.0
1679,2025-07-08 11:23:00,1,P120,C1041,5,7500.0
1680,2024-06-26 20:28:00,7,P137,C0352,2,4400.0
1681,2023-08-02 20:33:00,3,P137,C0391,2,4400.0
1682,2024-10-05 18:11:00,4,P127,C1112,1,9500.0
1683,2023-02-22 12:56:00,5,P118,C0615,1,3500.0
1684,2023-06-27 20:48:00,2,P120,C0025,1,1500.0
1685,2025-11-22 13:27:00,1,P119,C1159,3,8400.0
1686,2024-06-03 19:33:00,12,P132,C0640,1,38000.0
1687,2023-06-13 16:57:00,2,P136,C0719,2,5000.0
1688,2024-07-03 14:30:00,2,P119,C1113,3,8400.0
1689,2025-12-12 12:48:00,9,P110,C0362,1,24000.0
1690,2024-01-02 15:57:00,1,P137,C1198,2,4400.0
1691,2025-09-17 10:46:00,1,P137,C0969,5,11000.0
1692,2024-12-19 14:42:00,1,P119,C0512,2,5600.0
1693,2024-12-14 12:07:00,3,P115,C0103,1,230000.0
1694,2025-04-09 12:52:00,6,P137,C0889,2,4400.0
1695,2023-11-07 09:04:00,9,P108,C0133,1,48000.0
1696,2023-04-30 16:34:00,1,P128,C1115,1,58000.0
1697,2023-11-26 15:03:00,1,P106,C0070,1,320000.0
1698,2024-11-20 19:43:00,4,P121,C0361,3,2400.0
1699,2024-02-22 15:26:00,10,P118,C0116,1,3500.0
1700,2024-03-02 13:35:00,4,P123,C0506,1,9500.0
1701,2024-04-04 20:09:00,3,P121,C0263,1,800.0
1702,2023-03-21 13:38:00,8,P113,C0385,1,58000.0
1703,2023-09-29 13:40:00,3,P135,C0063,1,12000.0
1704,2025-04-05 20:49:00,2,P130,C0843,1,130000.0
1705,2025-10-12 20:10:00,8,P137,C0847,1,2200.0
1706,2024-06-01 15:04:00,7,P127,C0745,1,9500.0
1707,2023-09-03 16:23:00,8,P135,C0335,1,12000.0
1708,2024-07-29 16:31:00,2,P137,C0843,5,11000.0
1709,2025-05-07 20:07:00,7,P120,C0717,1,1500.0
1710,2023-12-02 20:05:00,1,P131,C0930,1,360000.0
1711,2024-08-08 20:04:00,5,P120,C1058,3,4500.0
1712,2025-04-21 18:34:00,3,P100,C0688,1,125000.0
1713,2024-11-30 20:18:00,2,P126,C0121,1,24000.0
1714,2023-04-01 15:47:00,2,P136,C0994,3,7500.0
1715,2023-11-11 10:23:00,3,P127,C1102,1,9500.0
1716,2025-05-04 19:06:00,2,P136,C0868,3,7500.0
1717,2023-06-21 13:04:00,2,P115,C0519,1,230000.0
1718,2025-06-12 19:42:00,3,P118,C0991,2,7000.0
1719,2023-07-31 10:39:00,2,P125,C0225,1,4500.0
1720,2024-01-23 15:05:00,9,P120,C0342,3,4500.0
1721,2025-07-04 19:44:00,4,P118,C0243,1,3500.0
1722,2025-11-29 10:01:00,1,P133,C0583,1,45000.0
1723,2024-07-06 10:44:00,4,P120,C0084,2,3000.0
1724,2024-03-07 10:01:00,9,P128,C0616,1,58000.0
1725,2023-06-01 16:07:00,2,P105,C0391,1,85000.0
1726,2023-06-23 10:38:00,3,P119,C0161,3,8400.0
1727,2023-02-09 10:38:00,2,P130,C0094,1,130000.0
1728,2023-11-27 17:56:00,3,P109,C0910,1,42000.0
1729,2023-01-18 11:51:00,7,P129,C0484,1,68000.0
1730,2023-04-30 20:13:00,1,P125,C0572,2,9000.0
1731,2024-04-26 09:09:00,1,P116,C0865,1,145000.0
1732,2024-08-25 12:44:00,5,P133,C0534,1,45000.0
1733,2023-02-01 20:36:00,2,P106,C1182,1,320000.0
1734,2024-07-15 19:15:00,9,P100,C0159,1,125000.0
1735,2025-11-27 16:25:00,5,P136,C0534,1,2500.0
1736,2024-09-10 10:07:00,1,P109,C0709,1,42000.0
1737,2024-05-05 15:42:00,8,P121,C0647,2,1600.0
1738,2024-04-10 14:10:00,5,P126,C0251,1,24000.0
1739,2025-02-27 12:15:00,1,P123,C0706,1,9500.0
1740,2023-08-12 12:52:00,4,P125,C0116,3,13500.0
1741,2023-01-23 14:56:00,4,P112,C0718,1,38000.0
1742,2024-09-27 18:02:00,8,P125,C0405,2,9000.0
1743,2025-12-07 14:28:00,6,P119,C1198,3,8400.0
1744,2023-05-13 13:55:00,9,P136,C0494,2,5000.0
1745,2025-06-15 12:27:00,1,P109,C0317,1,42000.0
1746,2023-06-19 19:29:00,2,P134,C1012,1,28000.0
1747,2025-01-06 17:49:00,7,P118,C1141,1,3500.0
1748,2023-04-02 14:11:00,1,P136,C1121,1,2500.0
1749,2023-08-08 17:08:00,1,P120,C0393,1,1500.0
1750,2024-04-06 15:23:00,1,P125,C0761,2,9000.0
1751,2023-03-04 15:31:00,4,P125,C0883,1,4500.0
1752,2024-01-12 14:36:00,1,P119,C1138,1,2800.0
1753,2024-04-20 10:10:00,1,P110,C0769,1,24000.0
1754,2025-09-13 11:29:00,5,P136,C0536,1,2500.0
1755,2023-10-02 09:51:00,10,P118,C0407,1,3500.0
1756,2025-03-15 11:56:00,11,P118,C0058,2,7000.0
1757,2025-10-15 17:07:00,3,P125,C1176,1,4500.0
1758,2023-11-19 14:40:00,8,P112,C0401,1,38000.0
1759,2024-09-12 12:58:00,5,P118,C0123,3,10500.0
1760,2024-11-22 19:09:00,2,P120,C0193,2,3000.0
1761,2025-07-29 13:37:00,2,P120,C0519,1,1500.0
1762,2024-09-17 15:32:00,5,P118,C1027,2,7000.0
1763,2024-04-04 10:34:00,5,P108,C0513,1,48000.0
1764,2025-10-15 12:39:00,2,P100,C0198,1,125000.0
1765,2023-02-11 17:06:00,1,P125,C0007,2,9000.0
1766,2024-06-22 18:50:00,6,P112,C0303,1,38000.0
1767,2023-12-18 12:27:00,4,P118,C0823,1,3500.0
1768,2024-07-25 13:45:00,6,P118,C0414,3,10500.0
1769,2023-03-20 20:04:00,2,P123,C0346,1,9500.0
1770,2025-03-07 14:35:00,6,P121,C0666,2,1600.0
1771,2025-04-13 19:03:00,8,P118,C0499,1,3500.0
1772,2024-02-07 14:42:00,3,P136,C0251,1,2500.0
1773,2023-01-29 16:33:00,3,P118,C0668,2,7000.0
1774,2024-12-20 16:11:00,3,P107,C0157,1,65000.0
1775,2024-09-29 15:19:00,5,P121,C1043,1,800.0
1776,2024-02-12 15:36:00,1,P118,C0501,1,3500.0
1777,2024-04-29 16:03:00,2,P136,C0822,1,2500.0
1778,2024-10-10 17:02:00,2,P130,C1182,1,130000.0
1779,2025-05-31 11:57:00,10,P131,C0887,1,360000.0
1780,2024-04-06 17:10:00,3,P119,C0804,2,5600.0
1781,2024-11-15 13:27:00,4,P131,C0539,1,360000.0
1782,2025-05-01 20:26:00,7,P107,C0903,1,65000.0
1783,2023-10-30 17:05:00,4,P115,C0846,1,230000.0
1784,2023-03-01 13:11:00,1,P118,C1151,2,7000.0
1785,2025-03-12 12:51:00,6,P109,C0097,1,42000.0
1786,2025-07-30 10:40:00,3,P118,C0282,5,17500.0
1787,2025-08-12 15:38:00,8,P137,C1065,3,6600.0
1788,2023-10-13 18:02:00,1,P114,C0550,1,75000.0
1789,2023-12-28 17:00:00,6,P118,C0015,1,3500.0
1790,2023-05-21 15:02:00,7,P136,C0235,2,5000.0
1791,2024-09-18 20:58:00,1,P102,C0758,1,195000.0
1792,2023-11-13 16:13:00,4,P125,C0419,1,4500.0
1793,2023-07-03 14:23:00,11,P120,C0819,2,3000.0
1794,2024-04-10 13:28:00,5,P113,C0029,1,58000.0
1795,2023-10-25 16:20:00,2,P121,C0294,2,1600.0
1796,2025-07-05 17:27:00,5,P132,C0073,1,38000.0
1797,2024-11-13 18:16:00,3,P124,C0671,1,48000.0
1798,2024-05-28 16:00:00,4,P120,C0961,1,1500.0
1799,2024-11-10 17:33:00,7,P121,C0521,1,800.0
1800,2023-06-07 09:04:00,1,P121,C0081,5,4000.0
1801,2024-06-19 12:12:00,9,P119,C0213,2,5600.0
1802,2025-06-16 12:15:00,6,P118,C0444,1,3500.0
1803,2024-02-05 18:35:00,10,P120,C1020,2,3000.0
1804,2023-08-22 17:24:00,8,P137,C0836,1,2200.0
1805,2024-06-19 12:52:00,5,P120,C1000,3,4500.0
1806,2023-04-07 19:52:00,10,P121,C0238,1,800.0
1807,2024-12-11 10:46:00,2,P120,C1041,1,1500.0
1808,2024-04-22 12:24:00,2,P136,C0543,1,2500.0
1809,2023-01-08 20:47:00,4,P132,C0737,1,38000.0
1810,2024-08-04 11:31:00,6,P107,C1003,1,65000.0
1811,2025-05-14 18:54:00,2,P119,C0553,1,2800.0
1812,2023-07-02 09:40:00,11,P102,C0719,1,195000.0
1813,2023-09-19 11:25:00,1,P137,C1135,1,2200.0
1814,2025-12-11 11:09:00,5,P111,C0300,1,185000.0
1815,2023-03-10 17:03:00,1,P125,C0514,3,13500.0
1816,2023-09-12 17:29:00,12,P119,C0783,3,8400.0
1817,2024-10-19 13:02:00,12,P128,C0569,1,58000.0
1818,2025-06-09 14:57:00,12,P125,C0466,2,9000.0
1819,2025-03-01 19:29:00,1,P125,C0327,1,4500.0
1820,2025-11-14 10:26:00,4,P115,C0026,1,230000.0
1821,2023-05-23 17:25:00,4,P118,C0426,2,7000.0
1822,2025-10-26 18:04:00,4,P128,C0384,1,58000.0
1823,2023-05-15 14:26:00,3,P121,C1060,3,2400.0
1824,2023-01-10 12:33:00,3,P119,C0360,2,5600.0
1825,2024-05-18 12:48:00,5,P123,C0895,1,9500.0
1826,2025-05-05 15:47:00,2,P135,C0294,1,12000.0
1827,2024-08-02 15:51:00,2,P121,C0642,1,800.0
1828,2025-11-04 16:36:00,9,P132,C0594,1,38000.0
1829,2023-06-28 09:25:00,3,P125,C1142,2,9000.0
1830,2024-09-26 11:14:00,4,P126,C0838,1,24000.0
1831,2023-01-15 13:02:00,5,P136,C0807,1,2500.0
1832,2023-03-17 12:35:00,1,P118,C1181,1,3500.0
1833,2024-05-09 18:20:00,9,P125,C0744,1,4500.0
1834,2024-08-09 09:29:00,3,P114,C0169,1,75000.0
1835,2023-02-08 16:59:00,1,P136,C0077,3,7500.0
1836,2025-08-08 13:42:00,3,P125,C0374,3,13500.0
1837,2023-10-22 18:20:00,5,P119,C0059,1,2800.0
1838,2023-02-05 19:35:00,4,P103,C1144,1,98000.0
1839,2024-01-04 19:15:00,8,P137,C0913,1,2200.0
1840,2024-06-07 11:02:00,8,P132,C0698,1,38000.0
1841,2025-04-26 12:35:00,3,P124,C0279,1,48000.0
1842,2023-12-16 14:00:00,4,P110,C1199,1,24000.0
1843,2023-12-17 11:48:00,6,P132,C0792,1,38000.0
1844,2024-05-29 14:51:00,3,P121,C0319,3,2400.0
1845,2025-01-23 20:57:00,2,P121,C0440,3,2400.0
1846,2023-04-27 18:30:00,3,P136,C0413,3,7500.0
1847,2025-09-16 19:38:00,2,P103,C0451,1,98000.0
1848,2023-10-27 19:59:00,6,P128,C0555,1,58000.0
1849,2023-08-07 16:31:00,9,P134,C0629,1,28000.0
1850,2025-04-26 19:44:00,5,P126,C0345,1,24000.0
1851,2025-03-12 14:39:00,10,P135,C1099,1,12000.0
1852,2023-09-02 20:03:00,1,P118,C1111,5,17500.0
1853,2023-12-04 18:43:00,5,P136,C1072,1,2500.0
1854,2024-05-28 16:32:00,7,P118,C0915,1,3500.0
1855,2024-01-26 17:32:00,1,P121,C1144,2,1600.0
1856,2023-12-31 11:09:00,3,P133,C0105,1,45000.0
1857,2023-08-23 19:58:00,2,P110,C0769,1,24000.0
1858,2023-12-06 12:07:00,11,P118,C0258,2,7000.0
1859,2025-09-18 14:50:00,2,P134,C0006,1,28000.0
1860,2025-06-09 19:45:00,11,P133,C0518,1,45000.0
1861,2025-05-06 14:21:00,5,P125,C0634,1,4500.0
1862,2023-07-21 13:20:00,10,P110,C0384,1,24000.0
1863,2024-09-28 20:10:00,10,P120,C0585,2,3000.0
1864,2024-06-13 10:43:00,5,P137,C0523,2,4400.0
1865,2025-03-05 18:58:00,1,P125,C1149,1,4500.0
1866,2023-09-16 15:47:00,5,P125,C0394,1,4500.0
1867,2025-12-20 15:57:00,5,P122,C1031,1,68000.0
1868,2023-08-09 09:44:00,1,P118,C0611,1,3500.0
1869,2025-01-23 17:25:00,6,P120,C0661,2,3000.0
1870,2025-07-19 11:29:00,8,P132,C0809,1,38000.0
1871,2025-05-11 18:05:00,11,P124,C0228,1,48000.0
1872,2024-10-29 13:34:00,5,P127,C0104,1,9500.0
1873,2023-07-31 17:47:00,2,P136,C0225,1,2500.0
1874,2024-12-10 16:35:00,1,P107,C0231,1,65000.0
1875,2023-02-13 20:18:00,4,P125,C0582,1,4500.0
1876,2023-10-31 10:56:00,2,P121,C0738,3,2400.0
1877,2023-08-27 13:35:00,1,P120,C0318,3,4500.0
1878,2025-01-12 12:59:00,9,P121,C0185,2,1600.0
1879,2024-10-29 11:43:00,2,P136,C0886,1,2500.0
1880,2025-10-22 17:25:00,1,P118,C0502,1,3500.0
1881,2025-03-10 18:35:00,5,P117,C0236,1,290000.0
1882,2023-11-20 20:49:00,7,P132,C0539,1,38000.0
1883,2023-12-31 20:41:00,5,P134,C0648,1,28000.0
1884,2023-05-21 15:50:00,4,P120,C0461,3,4500.0
1885,2023-09-24 17:19:00,7,P120,C0670,1,1500.0
1886,2025-05-01 19:05:00,4,P137,C0614,3,6600.0
1887,2024-10-11 14:40:00,5,P113,C1001,1,58000.0
1888,2024-03-20 20:31:00,1,P119,C1196,5,14000.0
1889,2024-02-16 11:26:00,2,P136,C0655,2,5000.0
1890,2024-11-24 19:04:00,5,P118,C1062,3,10500.0
1891,2024-05-29 12:24:00,11,P119,C0523,1,2800.0
1892,2025-12-08 10:19:00,7,P122,C0674,1,68000.0
1893,2025-03-30 14:24:00,4,P137,C0031,2,4400.0
1894,2024-12-26 19:16:00,8,P120,C0042,2,3000.0
1895,2023-08-08 10:56:00,7,P125,C0620,3,13500.0
1896,2025-12-05 11:57:00,3,P109,C0629,1,42000.0
1897,2023-03-04 09:28:00,11,P120,C0085,1,1500.0
1898,2024-06-27 20:41:00,11,P121,C0436,2,1600.0
1899,2025-03-23 14:01:00,2,P136,C0531,3,7500.0
1900,2025-01-03 17:46:00,4,P109,C0604,1,42000.0
1901,2023-11-09 10:04:00,1,P121,C0910,1,800.0
1902,2025-05-11 18:26:00,6,P120,C1175,2,3000.0
1903,2024-11-20 13:01:00,1,P121,C1129,1,800.0
1904,2024-02-11 10:24:00,6,P126,C0677,1,24000.0
1905,2023-08-07 18:03:00,11,P136,C0979,2,5000.0
1906,2023-05-28 09:39:00,3,P120,C0790,5,7500.0
1907,2023-12-03 16:24:00,3,P120,C0816,3,4500.0
1908,2024-09-09 13:49:00,3,P122,C0027,1,68000.0
1909,2023-11-30 18:09:00,12,P126,C0006,1,24000.0
1910,2023-11-05 17:41:00,10,P125,C0505,1,4500.0
1911,2025-07-10 13:48:00,2,P137,C0971,3,6600.0
1912,2024-06-01 16:24:00,3,P134,C0507,1,28000.0
1913,2025-11-14 13:11:00,1,P118,C0836,1,3500.0
1914,2025-07-09 12:25:00,1,P137,C0674,5,11000.0
1915,2024-10-12 10:13:00,1,P116,C0856,1,145000.0
1916,2024-12-23 16:02:00,2,P108,C1048,1,48000.0
1917,2023-10-19 20:37:00,1,P136,C0532,2,5000.0
1918,2023-08-02 14:09:00,8,P134,C0936,1,28000.0
1919,2025-11-04 11:54:00,5,P101,C0392,1,260000.0
1920,2025-11-26 12:49:00,4,P127,C1009,1,9500.0
1921,2023-12-06 15:25:00,6,P121,C1071,2,1600.0
1922,2024-03-02 10:04:00,5,P133,C0210,1,45000.0
1923,2025-05-15 14:58:00,2,P121,C0370,3,2400.0
1924,2023-05-25 12:54:00,2,P121,C1113,1,800.0
1925,2025-10-10 16:15:00,2,P137,C0622,1,2200.0
1926,2024-06-18 13:04:00,12,P135,C0914,1,12000.0
1927,2024-12-17 20:35:00,11,P126,C0932,1,24000.0
